,latitude,longitude,code,mwra,p.android.packageinstaller,p.system,p.android.externalstorage,p.android.documentsui,p.android.gm,p.android.settings,p.android.chrome,p.olauncher,p.inputmethod.latin,p.android.gms,p.android.defcontainer,p.android.vending,p.dogalize,p.simulator,p.google,p.process.gapps,p.katana,p.gms.persistent,p.notifier,p.browser.provider,c.katana,c.dogalize,c.android.gm,c.android.chrome,c.android.youtube,c.UCMobile.intl,c.updateassist,c.UCMobile.x86,c.android.vending,c.raider,continent,day,hour,minute
3465,37.49223,15.07041,IT,1.0,8.5625,10.68785,11.47564,9.90281,13.05699,12.1151,11.73159,0.05992,46.1801,41.26957,65.09919,60.37118,1.15984,59.1563,73.20082,95.17549,56.39893,85.28198,93.37336,76.84796,12.64009,12.36967,12.19383,7.47135,5.474,68.66181,38.93503,54.71999,96.95541,37.50654,3,7,19,45
6993,33.35283,-111.78903,US,0.0,8.67719,7.30286,14.61222,13.20349,9.14005,12.05618,10.61392,0.08838,76.53399,60.68075,0.69012,98.37658,35.21158,57.73854,33.11237,46.16883,81.46873,2.89536,60.47825,14.43285,13.03055,13.05811,8.98573,12.42638,14.17609,61.07378,62.64954,61.15074,34.01884,90.7094,2,10,6,33
13134,12.04161,75.35927,IN,1.0,8.16254,12.66347,11.33875,11.90528,9.30037,7.92046,13.25817,0.00421,43.41518,39.40813,39.09018,15.00443,65.72368,17.67513,8.74083,83.07025,33.78672,5.7918,76.8899,17.89657,9.98506,10.91746,10.30192,10.15111,5.00403,65.89482,53.91423,60.00409,40.86279,70.46101,1,14,12,54
4247,48.98333,2.61667,FR,0.0,7.03671,13.71,12.60856,7.33517,10.01608,12.23321,10.86969,0.17386,51.10062,63.46539,30.94063,17.81705,2.99632,1.74493,48.98948,54.73667,7.0092,94.17121,65.892,65.58209,13.70753,9.90943,14.28363,10.85913,14.96679,47.82723,32.54296,40.31887,27.31756,95.53724,3,8,8,47
11158,41.92361,20.91361,MK,1.0,8.15893,6.56912,6.29563,16.21258,12.44519,8.06039,15.67956,0.03241,38.1976,49.18798,67.84638,51.17309,30.38842,93.11732,18.77623,65.66582,85.59514,4.6402,79.02383,6.46257,12.02699,8.71263,10.86715,9.91464,8.0469,52.80922,54.55931,63.30827,93.11519,57.23484,3,13,3,58
4647,36.72544,3.55665,DZ,0.0,7.26256,12.3787,10.76435,7.47875,9.91031,12.26644,8.9929,0.81329,35.07504,40.05474,78.36441,87.39361,58.36852,81.57826,10.82547,75.45361,38.37043,42.23101,41.02175,91.65292,15.25095,7.9591,13.31664,11.67879,11.40609,58.72068,62.57045,40.22768,78.63317,8.41079,4,8,15,27
4670,25.92493,73.66633,IN,0.0,7.35461,13.46091,18.46888,2.97541,8.56377,13.44307,11.93471,0.14885,74.26193,41.68824,51.4603,41.6226,62.85096,77.78408,79.96955,70.82776,32.92658,26.72122,9.90751,49.89516,13.55159,10.18159,15.82881,13.19972,15.36685,47.13531,61.70544,71.29889,91.86811,2.93127,1,8,15,50
2047,47.48444,36.25361,UA,1.0,10.44652,9.59814,10.39038,11.84267,11.45056,10.71057,7.59719,0.13661,19.36457,37.60777,30.72197,59.74385,28.84757,57.40397,37.67614,98.45748,15.71289,37.61797,6.38458,71.45586,13.46615,10.58394,9.47508,12.20341,9.32183,61.25003,58.45199,39.33346,89.40742,87.24253,3,6,20,7
2959,-7.81667,112.01667,ID,0.0,13.4442,9.74329,10.16147,11.21383,14.14114,9.91015,8.24878,0.1797,42.69552,48.50649,37.98904,65.42023,76.979,90.85844,44.11875,93.82077,31.6051,27.93338,45.33386,44.94505,13.73957,11.75812,10.50587,11.28552,11.78063,51.84452,46.51426,50.82737,34.49609,39.40234,1,7,11,19
8164,47.48444,36.25361,UA,0.0,11.43445,8.22105,13.45907,13.16558,5.261,11.05918,8.25956,0.02941,29.37089,49.00189,13.12371,55.72243,78.15415,49.19369,59.45715,23.46065,88.62086,95.29145,39.9152,24.25963,11.92524,15.56592,12.27818,10.43677,12.60862,52.7328,59.20877,52.578,25.82995,74.2465,3,11,2,4
8509,29.69221,72.54566,PK,0.0,8.77618,9.70661,14.51799,12.29909,5.20722,10.76646,7.22716,0.04413,46.86052,76.61916,66.67451,51.00845,41.91126,46.73181,8.98862,33.56926,98.28794,79.76777,11.83951,59.82442,12.33512,9.69381,8.33651,12.82468,10.42976,57.87066,70.17269,52.21581,66.27754,88.35491,1,11,7,49
4685,50.80904,8.77069,DE,1.0,7.34638,9.52266,10.78794,9.84426,13.02029,13.03927,12.33235,0.1311,30.77827,49.25953,41.95601,79.70664,74.57192,63.98401,7.87932,23.18271,78.34918,96.81299,72.21455,53.40526,13.42549,9.46153,12.16176,9.03755,11.73042,58.57049,57.92059,47.86315,61.92443,48.77377,3,8,16,5
4913,3.8801,-77.03116,CO,1.0,11.32059,9.42574,7.96665,11.87951,17.35026,8.22189,12.31767,0.05538,41.83054,60.21435,31.75147,27.30614,58.58731,93.44361,90.91349,35.54712,90.46254,35.54142,8.50163,48.24733,12.56143,9.65333,18.54145,8.15606,7.10905,61.20151,54.58196,83.47528,41.26917,60.69781,2,8,19,53
1507,42.64031,125.51176,CN,0.0,6.32795,6.24917,12.77014,9.91988,9.70194,15.8304,11.58863,0.01379,48.65695,55.30681,62.6411,20.00282,22.26482,62.12421,45.10144,30.64681,79.09382,0.8209,71.39134,18.80985,11.16569,14.90463,12.50747,13.01393,10.74639,36.40802,38.4244,41.0498,3.88518,61.63238,1,6,11,7
7891,37.31065,13.57661,IT,1.0,12.52135,8.50974,6.05104,12.8682,14.06087,11.25678,14.53883,0.00061,56.06408,45.29841,77.7697,91.03407,56.841,91.25758,51.91893,63.07013,53.85643,0.90474,88.26575,96.28068,8.02563,12.10984,14.23056,7.28934,7.64745,63.37437,56.58704,50.41376,36.64004,42.70918,3,10,21,31
12432,40.37528,28.88222,TR,1.0,15.57109,8.46813,10.39576,9.44943,13.83933,8.37568,9.85471,0.07304,46.98558,45.70401,21.54556,87.89355,4.62905,65.98842,19.21647,90.91313,10.4698,12.35964,12.24716,85.68219,12.83991,12.3296,12.43095,10.62017,14.5645,76.33581,71.61593,71.90847,22.08432,66.81282,3,14,1,12
9573,38.58894,-89.99038,US,0.0,10.91972,9.80264,11.4977,9.44941,8.31898,12.15773,8.25477,0.01182,58.9072,61.37898,97.36466,5.74261,17.8745,77.64643,90.77804,2.8455,69.77885,49.20599,51.34479,28.27928,11.00963,12.10807,8.72738,15.66956,9.7175,54.76525,51.72157,47.84508,50.72979,13.03602,2,12,1,33
7766,37.49223,15.07041,IT,0.0,6.78079,12.51734,14.84596,10.20345,9.25424,13.98701,11.41178,0.0764,41.39236,55.27731,21.3719,1.65183,98.68084,94.48563,78.86489,95.57212,87.57815,63.01816,68.04895,24.96341,12.88513,7.75317,14.36149,13.30069,13.99011,48.7951,63.38785,44.20831,11.12763,4.56325,3,10,19,26
2102,33.35283,-111.78903,US,1.0,14.29352,7.57267,8.06546,6.61505,11.91216,8.99399,14.76761,0.074,72.40858,54.8647,49.60841,38.2516,2.96508,47.76478,67.03415,75.16736,76.36189,56.58256,88.33102,61.47245,12.85281,12.99861,16.32885,10.86078,14.75679,51.126,54.41869,46.86449,82.73715,75.35502,2,6,21,2
11233,41.91738,3.1631,ES,1.0,11.09571,11.65699,9.31279,11.52849,17.45633,9.61083,4.71182,0.08921,70.49129,45.71968,22.5533,5.46284,61.25522,17.93818,23.64565,29.27008,54.2592,28.97643,64.32764,72.39061,13.03732,11.81652,10.59756,15.90879,11.26341,63.93307,42.63162,37.34278,37.00081,24.46156,3,13,5,13
4179,41.55838,-81.56929,US,0.0,12.69968,12.75005,11.94272,10.17394,5.97783,11.75898,6.55251,0.01078,42.33999,45.08054,52.86328,91.02007,99.399,43.20258,85.48856,76.62451,96.50063,84.61926,53.22786,75.03407,10.92869,9.43525,10.93034,14.99276,10.59782,62.05354,60.78972,54.48513,76.32304,59.61017,2,8,7,39
14055,40.60538,-73.75513,US,1.0,10.23363,10.58193,9.17671,8.80523,12.74016,7.96875,9.00465,0.00679,48.33377,48.46614,81.8871,30.26597,74.89107,65.25105,69.46293,6.94278,81.09481,55.63336,65.6164,62.61114,10.46502,10.14503,12.37178,12.11316,11.37378,41.37616,55.50293,58.59676,33.13096,35.92953,2,15,4,15
14678,10.66668,-61.51889,TT,0.0,11.64568,10.84661,7.42848,15.35232,14.41603,4.76515,8.76635,0.39759,51.23754,26.48365,36.32754,45.98522,47.42824,13.82796,54.63176,64.36407,23.11873,62.42649,39.55545,96.26444,14.53499,10.27189,15.85567,7.52232,6.05282,37.874,77.73214,52.53593,81.37007,12.81737,2,15,14,38
3514,45.39402,9.29109,IT,0.0,12.56301,9.44669,8.09608,9.88954,12.51102,10.14031,9.32378,0.13119,36.28877,44.98919,0.57127,0.98921,73.53946,45.50927,91.22672,20.0845,60.21477,0.70409,92.73411,43.31647,13.42584,14.09882,14.5875,12.86446,13.03837,63.59687,52.18993,44.12326,73.43176,99.20967,3,7,20,34
9631,48.35693,10.98461,DE,1.0,13.19527,6.60412,7.7894,12.97065,13.65239,11.48448,11.65336,0.07563,38.73877,57.11524,37.78407,25.1627,91.40811,92.51921,43.48097,14.73269,30.51381,88.74364,94.99056,41.71859,12.87518,10.49449,15.34389,9.92052,13.21012,64.88972,54.77397,60.74808,48.24887,10.56648,3,12,2,31
8997,41.09246,45.36561,AZ,1.0,9.05249,6.93445,11.7867,9.11555,14.06222,11.56571,10.94675,2.422,60.36937,60.68449,5.65247,52.65519,46.12003,48.14622,17.30212,34.54604,10.43991,90.12254,3.53671,91.69712,16.34235,7.30746,12.81073,8.44139,12.24924,79.92864,54.17771,44.29386,27.1077,82.79731,1,11,15,57
12088,37.73222,115.70111,CN,1.0,8.98205,8.38747,12.93363,9.25186,13.19397,11.7116,9.88398,3.15309,73.35716,59.22037,10.7583,34.35914,76.81273,59.58918,83.13751,35.88987,68.37306,93.78543,14.52478,33.32671,16.60621,7.19545,14.76346,9.03932,11.26621,47.26209,59.94059,57.4304,77.29709,11.11028,1,13,19,28
13901,14.37395,100.48528,TH,1.0,16.48141,6.16652,9.13763,11.58426,14.54948,9.66256,10.61122,0.00389,57.35492,70.53225,50.07336,15.65521,78.94696,4.93708,25.77469,79.86362,50.14712,69.44959,62.52981,27.07701,9.91071,13.814,6.34433,14.31004,16.04116,69.02411,61.43878,37.43915,83.91187,43.43435,1,15,1,41
6024,44.92801,4.8951,FR,1.0,16.05767,7.84761,8.25736,9.99455,12.76367,9.96378,10.46381,0.03243,59.85907,60.42727,73.06757,81.45926,75.28665,9.47757,81.13062,86.94434,88.8414,57.73891,50.62062,96.05841,12.02591,13.37326,12.31406,11.62345,14.90157,62.39354,41.75353,40.27788,15.43312,97.60049,3,9,14,24
6712,36.24624,139.07204,JP,1.0,8.61538,8.44711,7.80252,14.31473,15.45637,6.53817,12.82422,0.01966,80.07195,48.87236,75.50426,56.48025,1.45694,10.44775,66.64952,72.46743,35.49019,34.80346,1.6813,68.3476,11.52417,7.52153,13.69915,7.1025,8.85187,46.29203,34.90219,70.98528,97.68981,12.14722,1,10,1,52
10966,18.57677,-72.22625,HT,1.0,13.84076,9.64243,8.15408,11.5587,14.04592,10.64604,6.57941,0.00569,54.28673,67.87107,71.96019,92.59079,54.97533,99.51375,77.16495,83.81229,55.1358,69.68446,54.55787,94.30835,10.28618,11.64527,10.65362,15.60529,13.68065,58.40483,71.18565,59.47582,4.29477,81.72151,2,13,0,46
130,50.8,3.16667,BE,1.0,14.19584,11.84129,8.79881,7.37847,12.55812,11.68409,8.45083,0.07139,59.3953,62.46314,73.12293,31.79804,92.95506,76.61646,70.32413,84.51361,92.55146,29.33932,37.01921,43.05526,12.81676,15.16388,15.07769,10.26894,12.06332,66.59227,51.38959,37.30289,48.99814,60.19412,3,5,12,10
14270,40.37528,28.88222,TR,1.0,9.91626,8.52407,7.29479,12.96902,13.52238,10.12922,10.43718,0.03472,66.89957,50.5777,66.21738,16.07446,67.77119,88.75545,55.3808,52.50589,89.44429,67.28584,82.94107,4.85772,12.09481,8.14199,11.50205,10.50183,9.7954,66.9943,55.94625,64.26219,10.31408,1.05771,3,15,7,50
11451,48.975658,14.480255,CZ,1.0,14.81847,5.28195,6.86827,11.64824,9.9989,12.08261,14.02709,0.04024,40.3556,44.66923,38.18503,10.85735,96.61297,38.76162,42.6984,52.67827,49.28254,95.84372,28.4484,53.00993,12.24389,12.76927,12.65712,10.28074,13.84524,59.2741,68.80304,54.70668,66.53197,37.51578,3,13,8,51
8016,18.57677,-72.22625,HT,1.0,11.01099,5.2741,7.63528,14.12504,15.08606,9.43353,12.63011,0.27263,46.47631,42.8453,30.12452,23.28469,71.74327,94.96284,47.34749,91.05981,33.35979,9.32904,80.56518,64.07499,14.15744,8.88299,10.46185,13.91868,12.22114,46.96296,53.51095,67.8592,2.57859,37.93507,2,10,23,36
10703,45.49428,-122.86705,US,1.0,6.90273,13.36478,6.93057,15.97825,11.3821,4.98172,8.83818,0.14736,31.3025,38.30427,6.164,61.95047,94.97837,74.77468,42.65705,94.44373,99.77739,51.74517,64.55089,46.34731,13.54259,10.63036,12.66896,8.98892,8.56875,78.91713,42.59628,41.35121,41.61767,29.42951,2,12,20,23
302,-6.25,38.66667,TZ,1.0,8.67433,9.135,11.10105,12.3618,12.49919,8.7323,15.05159,0.05987,61.02433,61.73308,82.32425,14.93972,95.98841,78.32553,42.58732,44.58656,87.27568,81.30325,67.95876,31.85349,12.6416,8.46396,11.92107,10.1647,9.60643,56.72637,47.34293,28.14863,16.45314,41.23329,4,5,15,2
12354,-3.74912,-73.25383,PE,1.0,10.42593,9.58903,9.93184,10.17422,10.09872,9.05758,8.84413,0.0493,38.59987,40.37981,83.17946,89.82567,48.19833,6.00778,45.55255,51.82974,93.03133,11.01404,27.33739,22.61139,12.44245,9.11459,12.372,10.27475,10.37362,45.23783,73.65841,47.0618,44.98799,40.88277,2,13,23,54
13615,16.455,120.5875,PH,0.0,10.63375,11.56552,13.18852,13.86513,11.50721,9.87596,9.53152,0.52539,71.96799,49.58039,61.01941,38.58118,6.08243,81.68048,11.11762,46.54707,59.38206,57.02147,3.62532,10.06785,14.81387,14.17891,11.15375,13.55765,17.41423,69.89393,64.98196,38.10774,9.73022,57.4666,1,14,20,55
12810,26.11527,86.59509,IN,1.0,11.81257,7.87318,10.61917,6.53529,9.73106,8.30449,14.44013,0.50338,36.53227,70.56542,0.09453,72.66239,50.41808,90.02829,3.3719,54.22417,23.21159,19.83616,9.35462,95.43923,14.77143,11.29542,11.88342,11.64852,12.22532,83.23858,50.70147,37.03352,12.49634,30.42953,1,14,7,30
14239,15.45144,78.14797,IN,0.0,11.16261,9.55424,12.60916,11.51155,5.42788,12.6398,8.5585,0.00132,64.55639,86.01796,86.03939,13.42146,65.85399,56.45205,80.62481,39.2054,69.72877,58.77388,25.64749,88.74655,8.82452,9.71582,4.50077,12.8314,8.46814,52.78952,66.39965,73.82793,24.84174,97.64371,1,15,7,19
3613,53.46506,-1.47217,GB,0.0,12.1551,10.69519,13.34483,12.95728,9.43258,11.88505,11.23868,0.05729,39.9468,37.81781,77.33328,8.59198,46.88539,48.49923,9.50887,54.59208,62.05819,79.53403,24.50717,84.18201,12.59157,11.0577,7.82,12.2069,14.70564,72.76607,35.33295,45.15129,36.41718,79.64655,3,7,22,13
7726,47.48444,36.25361,UA,1.0,9.76898,10.33462,7.48644,13.20013,10.53182,9.37142,13.2801,0.00509,66.7776,63.00948,9.16051,88.75059,8.12208,45.47013,54.44935,10.15197,88.74514,68.61961,47.04632,22.83556,10.13881,11.10273,11.12091,9.69594,7.9302,69.45003,52.523,50.81581,43.3238,75.76567,3,10,18,46
286,23.0072,-82.4017,CU,1.0,7.21295,9.41359,7.02023,13.78519,13.34403,9.35296,12.2076,0.17161,37.26824,54.49032,83.59711,80.72823,46.22704,60.25136,19.78102,28.74759,65.83001,99.69409,86.33744,29.30327,13.6941,9.98796,14.31489,9.79984,9.11241,61.23975,59.31634,44.29586,20.67421,6.98846,2,5,14,46
8869,35.95664,36.7138,SY,1.0,10.46484,11.15865,10.33091,7.44117,14.25865,8.49289,9.28462,0.20935,74.51967,46.87016,77.12259,95.12515,82.01474,30.62274,83.83905,81.77126,27.99291,37.76103,33.84844,16.02638,13.89348,11.59543,12.03947,13.42851,10.82553,47.14405,63.73888,64.42102,36.75006,53.70138,1,11,13,49
12066,33.86419,48.26258,IR,1.0,9.60516,10.90196,7.34995,14.42725,14.46308,8.09577,13.46579,0.00881,42.37795,23.22252,22.49504,60.29215,5.26652,95.91127,17.66436,35.97007,89.3305,97.19473,9.32873,54.78103,10.7147,9.75519,13.04163,7.83736,9.2308,47.83511,59.5947,58.80889,57.37547,50.26868,1,13,19,6
2136,52.4581,13.28702,DE,0.0,8.64382,10.35569,13.68206,11.22682,8.28886,11.41747,8.93215,0.02285,27.2941,53.82422,57.63129,51.00561,13.09038,86.39816,69.2242,13.27337,53.83399,80.27129,49.39923,77.4755,11.66633,13.78542,9.18975,11.59682,11.79939,51.6448,44.76458,60.19226,15.7214,48.15831,3,6,21,36
462,-19.7625,-44.31389,BR,1.0,11.14052,8.71667,11.50433,10.82914,9.35879,13.64748,10.52687,0.22202,41.26519,39.7321,90.7124,47.56536,25.75154,14.34759,97.68243,81.14083,42.34133,0.74463,71.0545,88.38195,13.95257,10.89131,11.13833,8.4174,8.64082,60.52267,74.89389,55.19877,74.29477,21.75041,2,5,17,42
9345,6.95194,121.96361,PH,1.0,12.19713,9.64724,10.54015,9.05418,10.87858,8.63181,7.85403,0.01538,34.3372,54.27914,3.03614,34.64315,24.07348,34.56653,1.51297,67.56913,14.92096,44.34468,41.96013,67.64663,11.27056,7.6948,12.07369,10.73758,11.77436,54.56276,84.79788,58.22332,6.69302,51.46014,1,11,21,45
2668,53.0233,-1.48119,GB,1.0,11.88759,11.61589,9.92814,13.25655,9.68565,7.24576,12.85373,0.05882,42.73839,49.73098,18.67052,80.14871,67.59585,4.33633,95.77036,1.40981,69.82063,61.02516,7.99151,99.95908,12.62472,11.11591,13.08924,12.10714,5.42606,45.9819,79.31147,55.13559,61.75811,48.62208,3,7,6,28
3862,41.94175,123.50266,CN,0.0,8.48088,12.26245,13.39044,10.52062,8.10022,13.2833,9.33609,0.02819,58.46892,20.77636,31.03377,8.74501,10.57489,87.96834,88.90016,89.32614,96.4674,35.81434,36.71283,2.95338,11.89302,7.8329,11.95494,14.48838,11.72472,54.65533,36.2588,57.15697,26.65588,14.17094,1,8,2,22
14831,-7.81667,112.01667,ID,0.0,7.45441,13.27387,13.41415,9.25323,9.95561,13.98706,9.57168,0.00916,58.78889,18.00248,22.67239,99.88448,24.89298,87.90269,16.46567,39.95099,91.17127,49.10625,76.56597,77.95153,10.75698,8.00507,10.95148,13.71797,12.79311,63.37559,52.24005,37.53707,18.57483,67.91258,1,15,17,11
5130,48.07667,8.64409,DE,1.0,14.66873,10.23581,9.15681,6.77196,16.01025,8.42635,8.35328,0.93886,45.89733,40.3353,12.75119,24.55815,70.59509,57.85955,23.62582,4.47436,61.21999,40.18263,56.85712,96.22178,15.39449,18.01301,12.04986,16.41425,14.20495,63.61869,59.11321,63.89798,52.16411,98.71891,3,8,23,30
13327,22.37066,114.10479,HK,1.0,14.21317,8.718,6.69082,13.14266,12.31343,7.44795,13.51318,0.08122,42.11178,45.96898,7.92913,74.16239,60.15087,58.97631,25.52073,94.12389,98.61087,68.95219,25.97798,29.41584,12.94582,11.04891,16.69191,12.75287,9.09133,51.8724,47.33394,62.61202,17.50538,17.9157,1,14,16,7
3821,54.58048,16.86194,PL,0.0,9.78314,13.39312,10.51935,14.33386,9.2406,14.69506,6.51005,0.22727,55.935,34.01124,41.65707,33.62684,73.33289,10.76732,64.76883,5.53276,68.85613,88.54588,74.68608,2.8251,13.97594,10.72365,6.62026,10.67804,11.81996,62.72737,67.04203,67.70519,94.17497,1.81885,3,8,1,41
1291,52.53048,13.29371,DE,0.0,9.16617,13.64223,12.12009,8.15643,9.66305,11.71548,9.49148,0.05701,55.80055,40.55057,92.96341,5.93203,24.69202,53.83483,43.91598,47.70699,47.06028,95.19428,40.12639,88.24945,12.59167,10.23464,12.34418,12.03381,13.32492,68.88568,67.96687,39.28145,36.38675,87.71805,3,6,7,31
6468,55.67938,12.53463,DK,1.0,7.70698,8.67628,10.67348,12.72322,10.25005,10.50631,14.14541,0.00768,53.00746,44.60531,17.95482,64.1629,7.55664,33.91053,6.02297,64.68458,94.63312,1.30009,85.79722,86.4471,10.55355,8.22376,9.98074,8.56368,9.02219,71.23652,60.69326,65.01322,0.45926,56.82488,3,9,21,48
14699,14.93333,-91.11667,GT,1.0,5.23535,11.92905,10.40706,12.69081,13.50258,8.34282,10.60774,0.06222,46.83657,69.97241,70.01975,86.11118,86.97312,38.17287,39.9177,85.60889,62.80054,70.28857,46.86204,82.72963,12.67775,10.47103,9.84554,5.976,8.45373,44.195,58.42773,53.49124,29.9381,63.37743,2,15,14,59
12247,52.66277,-2.01111,GB,1.0,11.30892,9.56475,8.88469,11.83999,11.27901,9.41628,13.71541,0.11288,45.16193,37.70265,26.84365,41.50406,40.8048,56.64288,10.0643,89.87561,52.9685,26.86372,17.98953,63.86926,13.27494,11.18854,13.33111,12.46024,7.26538,69.69953,41.60882,51.26321,33.89942,32.06794,3,13,22,7
9306,44.92801,4.8951,FR,1.0,14.9084,8.83101,8.50512,6.9302,11.36576,10.21061,13.38117,0.00643,60.20362,50.66703,89.24006,9.55754,79.80709,42.41076,28.70999,31.36201,78.31738,55.17045,73.60554,12.41376,10.40065,11.49192,11.40036,12.11383,14.61855,69.64682,65.20169,53.42556,33.79144,48.97283,3,11,21,6
11946,41.24255,-82.61573,US,1.0,12.92053,10.51004,9.87635,7.76833,12.44875,7.93466,6.8526,0.03128,55.12831,43.87117,4.72494,90.69426,9.37471,47.67538,34.07503,27.54872,23.99328,86.93742,33.31145,35.41752,11.98717,16.21799,11.34854,15.88442,13.81728,48.31266,58.86044,37.16048,72.88165,36.40482,2,13,17,6
3659,12.35275,121.06761,PH,1.0,11.8439,7.41689,9.3549,9.18527,11.49663,9.33793,10.93538,0.02829,69.76832,50.08456,24.87022,78.1189,34.66018,60.63652,71.47987,66.9533,51.42018,65.15782,47.27708,77.6192,11.89119,10.57927,11.68332,13.14777,13.00533,39.7009,63.93399,49.0807,33.91285,59.63907,1,7,22,59
3933,40.60538,-73.75513,US,0.0,7.58939,11.22564,13.4829,13.57501,9.94855,9.6984,6.8262,11.80047,54.35081,44.42875,41.236,43.89837,90.87314,36.79667,80.52989,48.97829,2.79153,13.66242,12.1128,12.32486,17.92594,13.7749,10.84845,12.36998,16.48418,67.66129,60.43261,52.64609,30.8916,42.99467,2,8,3,33
295,37.19723,122.05228,CN,1.0,12.23107,6.40881,9.28968,14.64498,14.90062,11.15352,11.28436,2.14264,40.43974,62.36949,57.27623,61.48412,57.32597,56.21439,92.00527,81.48736,88.31448,26.54195,74.2179,38.2732,16.21975,11.04807,9.5635,11.28847,10.80304,53.38529,59.86156,33.90905,54.92149,83.46316,1,5,14,55
11463,5.84752,-5.682,CI,1.0,10.46046,8.01138,9.4738,11.9512,11.2261,9.47197,7.36428,0.25137,44.91296,72.90001,33.59266,94.43186,27.09688,29.56058,74.73497,80.45579,13.66743,13.93296,11.25479,48.45319,14.0766,10.61763,13.9222,12.13274,10.69947,70.349,57.52842,41.69929,68.63426,23.48279,4,13,9,3
3354,54.58048,16.86194,PL,1.0,13.1772,11.63405,13.51841,8.52837,10.93375,9.75353,4.3211,0.04492,34.1234,46.90983,86.58531,79.38456,23.97516,96.06693,8.02976,88.04138,75.062,63.2149,56.84496,6.79061,12.35532,12.1594,10.20025,11.5265,11.17495,56.29607,56.29078,47.99635,58.63055,61.17385,3,7,17,54
14622,25.92493,73.66633,IN,1.0,13.41723,12.6003,8.84864,8.67854,12.52999,11.6622,7.96825,0.13972,26.20235,43.8436,46.16105,70.36212,55.21613,1.37596,62.69071,97.80541,30.36501,31.95827,99.77104,50.82849,13.48818,16.17529,13.69862,9.76303,10.86373,51.32591,66.55344,53.46864,5.86529,70.92303,1,15,13,42
5589,-34.64167,-60.47389,AR,1.0,11.68127,9.66256,9.98187,13.26238,10.9264,5.89497,13.35389,0.22615,56.88227,66.72453,85.26971,10.52334,20.21359,50.84158,35.12379,84.8511,66.16646,3.36752,53.94784,23.85129,13.9706,9.66105,13.48114,12.59345,7.6679,67.46517,62.4029,47.96106,52.15412,34.81075,2,9,7,9
3895,35.06544,1.04945,DZ,0.0,14.01037,12.80026,14.07067,9.16482,6.67526,13.82645,7.65186,0.03602,57.07911,37.65574,32.35718,43.95673,61.27198,91.96234,42.29051,37.88252,44.53367,65.37445,51.44554,18.43455,12.12979,9.74342,14.41389,15.85744,12.83317,44.21699,53.56928,44.38424,68.7772,98.66509,4,8,2,55
9699,13.65805,102.56365,KH,1.0,10.82731,10.57899,7.01559,16.65606,12.61531,2.93458,12.19498,0.734,61.89529,72.87965,72.23586,4.38962,99.66469,0.44126,57.32247,3.85992,48.84907,43.50057,89.81286,19.60109,15.14832,11.68363,12.64996,11.09911,7.63749,65.59174,66.96376,59.02928,78.65836,8.42409,1,12,3,39
5792,30.29184,71.67164,PK,1.0,8.57135,11.40653,9.53476,11.64821,13.65533,9.32777,10.50561,0.01784,62.42066,63.16172,43.23241,67.08293,2.46088,0.39675,61.08364,54.22189,35.3234,97.73804,50.49759,88.94597,11.42172,11.48524,11.69831,6.22682,7.84141,51.54915,62.74808,48.88774,71.45172,54.14777,1,9,10,32
13836,39.08367,-84.50855,US,1.0,8.08268,13.4405,10.72784,9.86342,8.53866,10.60093,8.0672,0.1328,67.0901,54.36672,20.20921,76.08637,40.55463,43.60752,17.40602,52.17585,22.04387,74.20794,19.36051,20.78458,13.43803,8.95963,12.01901,11.01161,10.28795,61.82833,46.59127,60.95614,48.30493,83.68841,2,15,0,36
13515,33.14447,47.3799,IR,0.0,8.579,8.58729,4.85062,16.60962,12.55267,7.00952,15.34691,0.00211,71.42386,44.77034,66.71594,93.81422,18.29751,64.27727,79.59857,33.05649,40.79226,46.26743,45.3394,84.65627,9.26788,9.98141,11.2579,9.01674,8.43009,64.57955,45.2103,39.02001,15.52703,58.56655,1,14,19,15
